Subject,Nativeness,Narrative,Reference,Referent_Name,Discourse,GTR1,Previous_Mention_Score,Saliency_Score,Competition_Score,Accessibility
2,1,1,1,Wood,Introduction,SASS - Tracing,0,0,0,0
2,1,1,2,Tom,Introduction,Body part CL,0,0,-1,-1
2,1,1,3,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,1,4,Jerry,Introduction,Bare noun,0,0,-2,-2
2,1,1,5,Jerry,Maintenance,Whole entity CL,3,1,0,4
2,1,1,6,Tom,Re-introduction,Whole entity CL,2,1,-2,1
2,1,1,7,Tom,Maintenance,Whole entity CL,3,1,0,4
2,1,1,8,Tom,Maintenance,Whole entity CL,3,1,0,4
2,1,1,9,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,1,10,Tom,Maintenance,Plain verb,3,2,0,5
2,1,1,11,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,1,12,Tom,Maintenance,Plain verb,3,2,0,5
2,1,1,13,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,1,14,Jerry,Re-introduction,Bare noun,2,0,-2,0
2,1,1,15,Tom,Re-introduction,Bare noun,2,2,-2,2
2,1,1,16,Tom,Maintenance,Body part CL,3,2,0,5
2,1,1,17,Tom,Maintenance,Plain verb,3,2,0,5
2,1,1,18,Tom,Maintenance,Body part CL,3,2,0,5
2,1,10,1,Jerry,Introduction,Bare noun,1,0,0,1
2,1,10,2,Tom,Introduction,Bare noun,1,0,-1,0
2,1,10,3,Tom,Maintenance,Bare noun,3,1,0,4
2,1,10,4,Tom,Maintenance,Bare noun,3,1,0,4
2,1,10,5,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,10,6,Jerry,Re-introduction,Bare noun,2,0,-1,1
2,1,10,7,Tom,Re-introduction,Constructed Action,2,2,-1,3
2,1,10,8,Jerry,Re-introduction,Bare noun,2,1,-1,2
2,1,10,9,Jerry,Maintenance,Plain verb,3,1,0,4
2,1,10,10,Tom,Re-introduction,Constructed Action,2,1,-1,2
2,1,10,11,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,10,12,Tom,Maintenance,Person agreement verb,3,1,0,4
2,1,10,13,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,10,14,Tom,Maintenance,Person agreement verb,3,2,0,5
2,1,5,1,Tom,Introduction,Bare noun,1,0,0,1
2,1,5,2,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,5,3,Tom,Maintenance,Body part CL,3,1,0,4
2,1,5,4,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,5,5,Couch,Introduction,Bare noun,0,0,-1,-1
2,1,5,6,Rope,Introduction,Bare noun,0,0,-2,-2
2,1,5,7,Tom,Maintenance,Constructed Action,2,1,0,3
2,1,5,8,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,5,9,Jerry,Introduction,Bare noun,1,0,-2,-1
2,1,5,10,Tom,Re-introduction,Constructed Action,2,1,-2,1
2,1,5,11,Jerry,Re-introduction,Bare noun,2,1,-2,1
2,1,5,12,Jerry,Maintenance,Constructed Action,3,1,0,4
2,1,5,13,Rope,Re-introduction,Bare noun,2,0,-2,0
2,1,5,14,Jerry,Re-introduction,Whole entity CL,2,1,-2,1
2,1,5,15,Tom,Re-introduction,Bare noun,2,0,-2,0
2,1,5,16,Tom,Maintenance,Body part CL,3,1,0,4
2,1,6,17,Trap,Introduction,Bare noun,0,0,0,0
2,1,6,19,Trap,Maintenance,Person agreement verb,3,1,0,4
2,1,6,20,Tom,Re-introduction,Plain verb,1,0,-1,0
2,1,6,1,Jerry,Introduction,Bare noun,1,0,-2,-1
2,1,6,2,Jerry,Maintenance,Plain verb,3,1,0,4
2,1,6,3,Tom,Introduction,Bare noun,2,1,-2,1
2,1,6,4,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,6,5,Jerry,Re-introduction,Plain verb,2,1,-2,1
2,1,6,6,Tom,Re-introduction,Constructed Action,2,1,-2,1
2,1,6,7,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,6,8,Tom,Maintenance,Plain verb,3,2,0,5
2,1,6,9,Tom,Maintenance,Plain verb,3,2,0,5
2,1,6,10,Cabinet,Introduction,Bare noun,0,0,-2,-2
2,1,6,11,Tom,Re-introduction,Constructed Action,2,2,-2,2
2,1,6,12,Window,Introduction,Bare noun,0,0,-2,-2
2,1,6,13,Tom,Re-introduction,Bare noun,2,1,-2,1
2,1,6,14,Tom,Maintenance,Person agreement verb,3,1,0,4
2,1,6,15,Jerry,Re-introduction,Noun CL,2,0,-2,0
2,1,6,16,Jerry,Maintenance,Person agreement verb,3,1,0,4
2,1,2,1,White cat,Introduction,Bare noun,0,0,0,0
2,1,2,2,Tom,Introduction,Bare noun,1,0,-1,0
2,1,2,3,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,2,4,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,2,5,Tom,Maintenance,Plain verb,3,2,0,5
2,1,2,6,Fish,Introduction,Bare noun,0,0,-2,-2
2,1,2,7,Aquarium,Introduction,Bare noun,0,0,-2,-2
2,1,2,8,Tom,Maintenance,Constructed Action,2,1,0,3
2,1,2,9,White cat,Re-introduction,Bare noun,2,0,-2,0
2,1,2,10,Tom,Re-introduction,Whole entity CL,2,1,-2,1
2,1,2,11,Bird,Introduction,Bare noun,0,0,-2,-2
2,1,2,12,Tom,Re-introduction,Constructed Action,2,1,-2,1
2,1,2,13,White cat,Re-introduction,Bare noun,2,1,-2,1
2,1,2,14,Tom,Re-introduction,Constructed Action,2,1,-2,1
2,1,2,15,Tom,Maintenance,Body part CL,3,1,0,4
2,1,2,16,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,3,1,Stairs,Introduction,Bare noun,0,0,0,0
2,1,3,2,Jerry,Introduction,Bare noun,0,0,-1,-1
2,1,3,3,Tom,Introduction,Bare noun,1,0,-2,-1
2,1,3,4,Tom,Maintenance,Whole entity CL,3,1,0,4
2,1,3,5,Jerry,Re-introduction,Bare noun,2,1,-2,1
2,1,3,6,Tom,Re-introduction,Bare noun,2,1,-2,1
2,1,3,7,Piano,Introduction,Noun CL,0,0,-2,-2
2,1,3,8,Jerry,Re-introduction,Bare noun,2,1,-2,1
2,1,3,9,Jerry,Maintenance,Plain verb,3,1,0,4
2,1,3,10,Tom,Re-introduction,Bare noun,2,1,-2,1
2,1,3,11,Piano,Re-introduction,Whole entity CL,2,1,-2,1
2,1,3,12,Tom,Re-introduction,Bare noun,2,1,-2,1
2,1,3,13,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,3,14,Piano,Re-introduction,Noun CL,2,1,-2,1
2,1,3,15,Tom,Re-introduction,Whole entity CL,2,1,-2,1
2,1,3,16,Tom,Maintenance,SASS - Static,3,2,0,5
2,1,4,1,Toy house,Introduction,Bare noun,0,0,0,0
2,1,4,2,Toy girl,Introduction,Bare noun,0,0,-1,-1
2,1,4,3,Jerry,Introduction,Noun CL,1,0,-2,-1
2,1,4,4,Toy girl,Re-introduction,Bare noun,2,1,-2,1
2,1,4,5,Tom,Introduction,CL noun,1,0,-2,-1
2,1,4,6,Toy girl,Re-introduction,Bare noun,2,1,-2,1
2,1,4,7,Toy girl,Maintenance,Noun CL,3,1,0,4
2,1,4,8,Tom,Re-introduction,Body part CL,2,1,-2,1
2,1,4,9,Toy girl,Re-introduction,Bare noun,2,1,-2,1
2,1,4,10,Toy girl,Maintenance,Plain verb,3,2,0,5
2,1,4,11,Toy girl,Maintenance,Person agreement verb,3,2,0,5
2,1,4,12,Tom,Re-introduction,Body part CL,2,1,-2,1
2,1,4,13,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,4,14,Tom,Maintenance,Plain verb,3,1,0,4
2,1,4,15,Tom,Maintenance,Constructed Action,3,2,0,5
2,1,4,16,Tom,Maintenance,Plain verb,3,2,0,5
2,1,8,1,Tom,Introduction,Bare noun,1,0,0,1
2,1,8,2,Tom,Maintenance,Plain verb,3,1,0,4
2,1,8,3,Tom,Maintenance,Constructed Action,3,1,0,4
2,1,8,4,Jerry,Introduction,Bare noun,1,0,-1,0
2,1,8,5,Jerry,Maintenance,Person agreement verb,3,1,0,4
2,1,8,6,Jerry,Maintenance,Constructed Action,3,1,0,4
2,1,8,7,Jerry,Maintenance,Bare noun,3,2,0,5
2,1,8,8,Tom,Re-introduction,Bare noun,2,0,-1,1
2,1,8,9,Jerry,Re-introduction,Bare noun,2,2,-1,3
2,1,8,10,Jerry,Maintenance,Person agreement verb,3,2,0,5
2,1,8,11,Jerry,Maintenance,Bare noun,3,2,0,5
2,1,8,12,Thermometer,Introduction,Bare noun,0,0,-2,-2
2,1,9,1,Tom,Introduction,Bare noun,1,0,0,1
2,1,9,2,Jerry,Introduction,Bare noun,1,0,-1,0
2,1,9,3,Tom,Re-introduction,Constructed Action,2,1,-1,2
2,1,9,4,Jerry,Re-introduction,Bare noun,2,1,-1,2
2,1,9,5,Jerry,Maintenance,Plain verb,3,1,0,4
2,1,9,6,Jerry,Maintenance,Constructed Action,3,2,0,5
2,1,9,7,Hat,Introduction,Bare noun,0,0,-2,-2
2,1,9,8,Needle,Introduction,Bare noun,0,0,-2,-2
2,1,9,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
2,1,9,10,Jerry,Maintenance,Constructed Action,3,1,0,4
2,1,9,11,Tom,Re-introduction,Bare noun,2,0,-2,0
2,1,9,12,Tom,Maintenance,Plain verb,3,1,0,4
2,1,9,13,Jerry,Re-introduction,Bare noun,2,1,-2,1
2,1,9,14,Jerry,Maintenance,Bare noun,3,1,0,4
2,1,9,15,Tom,Re-introduction,Constructed Action,2,1,-2,1
2,1,7,1,White cat,Introduction,Bare noun,0,0,0,0
2,1,7,2,Black cat,Introduction,Bare noun,0,0,-1,-1
2,1,7,3,Tom,Introduction,Bare noun,1,0,-2,-1
2,1,7,4,Tom,Maintenance,Plain verb,3,1,0,4
2,1,7,5,Tom,Maintenance,Body part CL,3,1,0,4
2,1,7,6,Black cat,Re-introduction,Bare noun,2,1,-2,1
2,1,7,7,Tom,Re-introduction,Bare noun,2,2,-2,2
2,1,7,8,Tom,Maintenance,Person agreement verb,3,2,0,5
2,1,7,9,Tom,Maintenance,Person agreement verb,3,2,0,5
2,1,7,10,Tom,Maintenance,Body part CL,3,2,0,5
2,1,7,11,Tom,Maintenance,Person agreement verb,3,2,0,5
2,1,7,12,Tom,Maintenance,Body part CL,3,2,0,5
2,1,7,13,Black cat,Re-introduction,Constructed Action,2,0,-2,0
2,1,7,14,Black cat,Maintenance,Constructed Action,3,1,0,4
2,1,7,15,Black cat,Maintenance,Constructed Action,3,1,0,4
2,1,7,16,Tom,Re-introduction,Constructed Action,2,1,-2,1
2,1,7,17,Tom,Maintenance,Plain verb,3,1,0,4
2,1,7,18,Tom,Maintenance,Plain verb,3,1,0,4
2,1,7,19,Tom,Maintenance,Plain verb,3,2,0,5
3,1,1,1,Tom,Introduction,Bare noun,0,0,0,0
3,1,1,2,Jerry,Introduction,Bare noun,0,0,-1,-1
3,1,1,3,Tom,Re-introduction,Bare noun,2,1,-1,2
3,1,1,4,Wood,Introduction,Bare noun,0,0,-2,-2
3,1,1,5,Tom,Maintenance,Constructed action,2,1,0,3
3,1,1,6,Jerry,Re-introduction,Point noun,2,1,-2,1
3,1,1,7,Tunnel,Introduction,SASS - Tracing,0,0,-2,-2
3,1,1,8,Jerry,Maintenance,Whole entity CL,2,1,0,3
3,1,1,9,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,1,10,Tom,Maintenance,Constructed action,3,1,0,4
3,1,1,11,Jerry,Re-introduction,Bare noun,2,1,-2,1
3,1,1,12,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,1,13,Tunnel,Maintenance,Whole entity CL,2,0,0,2
3,1,1,14,Tom,Maintenance,Bare noun,2,1,0,3
3,1,1,15,Jerry,Re-introduction,Bare noun,2,1,-2,1
3,1,1,16,Jerry,Maintenance,Plain verb,3,1,0,4
3,1,1,17,Tom,Re-introduction,Point noun,2,1,-2,1
3,1,1,18,Tom,Maintenance,Constructed action,3,1,0,4
3,1,1,19,Tom,Maintenance,SASS - Tracing,3,1,0,4
3,1,10,1,Jerry,Introduction,Bare noun,1,0,0,1
3,1,10,2,Jerry,Maintenance,Bare noun,3,1,0,4
3,1,10,3,Tom,Re-introduction,Bare noun,1,0,-1,0
3,1,10,4,Tom,Maintenance,Bare noun,3,1,0,4
3,1,10,5,Tom,Maintenance,Constructed action,3,1,0,4
3,1,10,6,Jerry,Re-introduction,Bare noun,2,1,-1,2
3,1,10,7,Tom,Re-introduction,Bare noun,2,2,-1,3
3,1,10,8,Tom,Maintenance,Constructed action,3,2,0,5
3,1,10,9,Gun,Introduction,Noun CL,0,0,-2,-2
3,1,10,10,Tom,Re-introduction,Constructed action,2,1,-2,1
3,1,10,11,Jerry,Re-introduction,Bare noun,2,0,-2,0
3,1,10,12,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,10,13,Tom,Maintenance,Person agreement verb,3,1,0,4
3,1,10,14,Tom,Maintenance,Person agreement verb,3,2,0,5
3,1,10,15,Tom,Maintenance,Constructed action,3,2,0,5
3,1,10,16,Tom,Maintenance,Bare noun,3,2,0,5
3,1,5,1,Tom,Introduction,Point noun,1,0,0,1
3,1,5,2,Carpet,Introduction,Bare noun,0,0,-1,-1
3,1,5,3,Tom,Maintenance,Constructed action,2,1,0,3
3,1,5,4,Couch,Introduction,Bare noun,0,0,-2,-2
3,1,5,5,Jerry,Introduction,Bare noun,1,0,-2,-1
3,1,5,6,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,5,7,Couch,Re-introduction,Noun CL,2,1,-2,1
3,1,5,8,Rope,Introduction,Bare noun,0,0,-2,-2
3,1,5,9,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,5,10,Jerry,Re-introduction,Bare noun,2,0,-2,0
3,1,5,11,Soap,Introduction,Noun CL,0,0,-2,-2
3,1,5,12,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,5,13,Tom,Re-introduction,Bare noun,3,1,-2,2
3,1,5,14,Tom,Maintenance,Constructed action,3,1,0,4
3,1,5,15,Jerry,Re-introduction,Point noun,2,0,-2,0
3,1,5,16,Tom,Re-introduction,Point noun,2,2,-2,2
3,1,5,17,Tom,Maintenance,Constructed action,3,2,0,5
3,1,5,18,Tom,Maintenance,Plain verb,3,2,0,5
3,1,5,19,Tom,Re-introduction,Bare noun,3,2,-2,3
3,1,5,20,Tom,Maintenance,Noun Point,3,2,0,5
3,1,5,21,Jerry,Re-introduction,Bare noun,2,0,-2,0
3,1,5,22,Jerry,Maintenance,Plain verb,3,1,0,4
3,1,5,23,Jerry,Maintenance,Bare noun,3,1,0,4
3,1,5,24,Trap,Introduction,Noun CL,0,0,-2,-2
3,1,5,25,Tom,Re-introduction,Bare noun,2,0,-2,0
3,1,5,26,Tom,Maintenance,Constructed action,3,1,0,4
3,1,5,27,Tom,Maintenance,Person agreement verb,3,1,0,4
3,1,6,28,Tom,Maintenance,Plain verb,1,0,0,1
3,1,6,1,Jerry,Introduction,Bare noun,1,0,-1,0
3,1,6,2,Jerry,Maintenance,Constructed action,3,1,0,4
3,1,6,3,Tom,Introduction,Bare noun,2,1,-1,2
3,1,6,4,Jerry,Re-introduction,Bare noun,2,1,-1,2
3,1,6,5,Tom,Re-introduction,Bare noun,2,1,-1,2
3,1,6,6,Jerry,Re-introduction,Bare noun,2,1,-1,2
3,1,6,7,Jerry,Maintenance,Constructed action,3,1,0,4
3,1,6,8,Tom,Re-introduction,Bare noun,2,1,-1,2
3,1,6,9,Jerry,Re-introduction,Constructed action,2,1,-1,2
3,1,6,10,Tom,Re-introduction,Constructed action,2,1,-1,2
3,1,6,11,Jerry,Re-introduction,Person agreement verb,2,1,-1,2
3,1,6,12,Tom,Re-introduction,Bare noun,2,1,-1,2
3,1,6,13,Tom,Maintenance,Constructed action,3,1,0,4
3,1,6,14,Tom,Maintenance,Constructed action,3,2,0,5
3,1,6,15,Jerry,Re-introduction,Bare noun,2,1,-1,2
3,1,6,16,Jerry,Maintenance,Constructed action,3,1,0,4
3,1,6,17,Tom,Re-introduction,Point noun,2,1,-1,2
3,1,6,18,Jerry,Re-introduction,Constructed action,2,1,-1,2
3,1,6,19,Jerry,Maintenance,Whole entity CL,3,2,0,5
3,1,6,20,Jerry,Maintenance,Body part CL,3,2,0,5
3,1,2,1,White cat,Introduction,Bare noun,0,0,0,0
3,1,2,2,Couch,Introduction,Bare noun,0,0,-1,-1
3,1,2,3,Tom,Introduction,Bare noun,1,0,-2,-1
3,1,2,4,Tom,Maintenance,Person agreement verb,3,1,0,4
3,1,2,5,Tom,Maintenance,Constructed action,3,1,0,4
3,1,2,6,Tom,Maintenance,Constructed action,3,2,0,5
3,1,2,7,White cat,Re-introduction,Point noun,2,0,-2,0
3,1,2,8,Tom,Re-introduction,Constructed action,2,2,-2,2
3,1,2,9,Fish,Introduction,Bare noun,0,0,-2,-2
3,1,2,10,Tom,Maintenance,Constructed action,2,1,0,3
3,1,2,11,White cat,Re-introduction,Bare noun,2,1,-2,1
3,1,2,12,Bird,Introduction,Bare noun,0,0,-2,-2
3,1,2,13,Tom,Re-introduction,Constructed action,2,1,-2,1
3,1,2,14,White cat,Re-introduction,Point noun,2,1,-2,1
3,1,2,15,Tom,Re-introduction,Constructed action,2,1,-2,1
3,1,3,1,Stairs,Introduction,Noun CL,0,0,0,0
3,1,3,2,Jerry,Introduction,Noun CL,0,0,-1,-1
3,1,3,3,Carpet,Introduction,Bare noun,0,0,-2,-2
3,1,3,4,Tom,Introduction,Bare noun,1,0,-2,-1
3,1,3,5,Jerry,Re-introduction,Bare noun,2,1,-2,1
3,1,3,6,Stairs,Re-introduction,Bare noun,2,0,-2,0
3,1,3,7,Jerry,Re-introduction,Bare noun,2,1,-2,1
3,1,3,8,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,3,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
3,1,3,10,Piano,Introduction,Point noun,0,0,-2,-2
3,1,3,11,Piano,Maintenance,Bare noun,3,1,0,4
3,1,3,12,Tom,Re-introduction,Constructed action,2,1,-2,1
3,1,3,13,Piano,Re-introduction,Point noun,2,1,-2,1
3,1,3,14,Jerry,Re-introduction,Bare noun,2,0,-2,0
3,1,3,15,Jerry,Maintenance,Whole entity CL,3,1,0,4
3,1,3,16,Piano,Re-introduction,Point noun,2,1,-2,1
3,1,3,17,Tom,Re-introduction,Bare noun,2,0,-2,0
3,1,3,18,Tom,Maintenance,Constructed action,3,1,0,4
3,1,3,19,Piano,Re-introduction,Noun CL,2,1,-2,1
3,1,3,20,Piano,Maintenance,Whole entity CL,3,1,0,4
3,1,3,21,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,3,22,Tom,Maintenance,Whole entity CL,3,1,0,4
3,1,3,23,Tom,Maintenance,SASS - Static,3,1,0,4
3,1,4,1,Tom,Introduction,Point noun,1,0,0,1
3,1,4,2,Toy house,Introduction,Bare noun,0,0,-1,-1
3,1,4,3,Jerry,Introduction,Bare noun,1,0,-2,-1
3,1,4,4,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,4,5,Tom,Maintenance,Constructed action,3,1,0,4
3,1,4,6,Toy girl,Introduction,Bare noun,0,0,-2,-2
3,1,4,7,Toy girl,Maintenance,Body part CL,3,1,0,4
3,1,4,8,Jerry,Re-introduction,Constructed action,2,0,-2,0
3,1,4,9,Toy girl,Re-introduction,Noun CL,2,1,-2,1
3,1,4,10,Jerry,Re-introduction,Constructed action,2,1,-2,1
3,1,4,11,Toy girl,Re-introduction,Bare noun,2,1,-2,1
3,1,4,12,Tom,Re-introduction,Bare noun,2,0,-2,0
3,1,4,13,Jerry,Re-introduction,Constructed action,2,1,-2,1
3,1,4,14,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,4,15,Toy girl,Re-introduction,Bare noun,2,1,-2,1
3,1,4,16,Toy girl,Maintenance,Plain verb,3,1,0,4
3,1,4,17,Toy girl,Maintenance,Plain verb,3,1,0,4
3,1,4,18,Toy girl,Maintenance,Whole entity CL,3,2,0,5
3,1,4,19,Tom,Re-introduction,Bare noun,2,0,-2,0
3,1,4,20,Tom,Maintenance,Constructed action,3,1,0,4
3,1,4,21,Tom,Maintenance,Plain verb,3,1,0,4
3,1,4,22,Tom,Maintenance,Plain verb,3,2,0,5
3,1,8,1,Tom,Introduction,Bare noun,1,0,0,1
3,1,8,2,Tom,Maintenance,Constructed action,3,1,0,4
3,1,8,3,Tom,Maintenance,Constructed action,3,1,0,4
3,1,8,4,Jerry,Introduction,Bare noun,1,0,-1,0
3,1,8,5,Jerry,Maintenance,Whole entity CL,3,1,0,4
3,1,8,6,Tom,Re-introduction,Bare noun,2,1,-1,2
3,1,8,7,Jerry,Re-introduction,Bare noun,2,1,-1,2
3,1,8,8,Hammer,Introduction,Bare noun,0,0,-2,-2
3,1,8,9,Hammer,Maintenance,Constructed action,3,1,0,4
3,1,8,10,Tom,Re-introduction,Constructed action,2,1,-2,1
3,1,8,11,Jerry,Re-introduction,Point noun,2,1,-2,1
3,1,8,12,Thermometer,Introduction,Bare noun,0,0,-2,-2
3,1,8,13,Thermometer,Maintenance,Person agreement verb,3,1,0,4
3,1,8,14,Jerry,Re-introduction,Bare noun,2,1,-2,1
3,1,8,15,Jerry,Maintenance,Plain verb,3,1,0,4
3,1,8,16,Jerry,Maintenance,Plain verb,3,1,0,4
3,1,9,1,Tom,Introduction,Bare noun,1,0,0,1
3,1,9,2,Jerry,Introduction,Bare noun,1,0,-1,0
3,1,9,3,Jerry,Maintenance,Constructed action,3,1,0,4
3,1,9,4,Jerry,Maintenance,Plain verb,3,1,0,4
3,1,9,5,Jerry,Maintenance,Constructed action,3,2,0,5
3,1,9,6,Hat,Introduction,Noun CL,0,0,-2,-2
3,1,9,7,Needle,Introduction,Bare noun,0,0,-2,-2
3,1,9,8,Jerry,Re-introduction,Bare noun,2,1,-2,1
3,1,9,9,Tom,Re-introduction,Bare noun,2,0,-2,0
3,1,9,10,Tom,Maintenance,Constructed action,3,1,0,4
3,1,9,11,Tom,Maintenance,Bare noun,3,1,0,4
3,1,9,12,Jerry,Re-introduction,Bare noun,2,1,-2,1
3,1,9,13,Jerry,Maintenance,Constructed action,3,1,0,4
3,1,9,14,Jerry,Maintenance,Constructed action,3,1,0,4
3,1,9,15,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,9,16,Tom,Maintenance,Whole entity CL,3,1,0,4
3,1,7,1,White cat,Introduction,Point noun,0,0,0,0
3,1,7,2,Tom,Introduction,Bare noun,1,0,-1,0
3,1,7,3,Black cat,Introduction,Bare noun,0,0,-2,-2
3,1,7,4,Black cat,Maintenance,Whole entity CL,3,1,0,4
3,1,7,5,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,7,6,White cat,Re-introduction,Bare noun,2,0,-2,0
3,1,7,7,Tom,Re-introduction,Whole entity CL,2,1,-2,1
3,1,7,8,Tom,Maintenance,Constructed action,3,1,0,4
3,1,7,9,Tom,Maintenance,Person agreement verb,3,2,0,5
3,1,7,10,White cat,Re-introduction,Bare noun,2,1,-2,1
3,1,7,10,Tom,Re-introduction,Bare noun,2,2,-2,2
3,1,7,11,Tom,Maintenance,Body part CL,3,2,0,5
3,1,7,12,Tom,Maintenance,Person agreement verb,3,2,0,5
3,1,7,13,White cat,Re-introduction,Bare noun,2,1,-2,1
3,1,7,14,Tom,Re-introduction,Bare noun,2,2,-2,2
3,1,7,15,Black cat,Re-introduction,Pronoun,2,0,-2,0
3,1,7,16,Black cat,Maintenance,Constructed action,3,1,0,4
3,1,7,17,Tom,Re-introduction,Bare noun,2,1,-2,1
3,1,7,18,Black cat,Re-introduction,Bare noun,2,1,-2,1
3,1,7,19,White cat,Re-introduction,Bare noun,2,0,-2,0
3,1,7,20,Tom,Re-introduction,Fingerspelled noun,2,1,-2,1
3,1,7,21,Tom,Maintenance,Bare noun,3,1,0,4
3,1,7,22,Tom,Maintenance,Plain verb,3,1,0,4
12,0,1,1,Wood,Introduction,SASS - Static,0,0,0,0
12,0,1,2,Jerry,Introduction,Bare noun,0,0,-1,-1
12,0,1,3,Tom,Introduction,Bare noun,0,0,-2,-2
12,0,1,4,Tunnel,Introduction,Bare noun,0,0,-2,-2
12,0,1,5,Tom,Re-introduction,Whole entity CL,2,1,-2,1
12,0,1,6,Tom,Maintenance,SASS - Static,3,1,0,4
12,0,1,7,Tom,Maintenance,SASS - Tracing,3,2,0,5
12,0,10,1,Nest,Introduction,Bare noun,0,0,0,0
12,0,10,2,Jerry,Introduction,Bare noun,1,0,-1,0
12,0,10,3,Tom,Introduction,Bare noun,1,0,-2,-1
12,0,10,4,Jerry,Re-introduction,Bare noun,2,1,-2,1
12,0,10,5,Tom,Re-introduction,Bare noun,2,1,-2,1
12,0,10,6,Tom,Maintenance,Constructed action,3,1,0,4
12,0,10,7,Tom,Maintenance,Person agreement verb,3,2,0,5
12,0,10,8,Tom,Maintenance,Plain verb,3,2,0,5
12,0,10,9,Tom,Maintenance,Person agreement verb,3,2,0,5
12,0,10,10,Tom,Maintenance,Plain verb,3,2,0,5
12,0,5,1,Tom,Introduction,Bare noun,1,0,0,1
12,0,5,2,Tom,Maintenance,Body part CL,3,1,0,4
12,0,5,3,Tom,Maintenance,Constructed action,3,1,0,4
12,0,5,4,Couch,Introduction,Bare noun,0,0,-1,-1
12,0,5,5,Rope,Introduction,Bare noun,0,0,-2,-2
12,0,5,6,Tom,Maintenance,Constructed action,2,1,0,3
12,0,5,7,Soap,Introduction,Bare noun,0,0,-2,-2
12,0,5,8,Jerry,Introduction,Bare noun,1,0,-2,-1
12,0,5,9,Jerry,Maintenance,Plain verb,3,1,0,4
12,0,5,10,Jerry,Maintenance,Plain verb,3,1,0,4
12,0,5,11,Tom,Re-introduction,Bare noun,2,0,-2,0
12,0,5,12,Tom,Maintenance,Person agreement verb,3,1,0,4
12,0,5,13,Trap,Introduction,Fingerspelled noun,0,0,-2,-2
12,0,5,14,Tom,Maintenance,Person agreement verb,2,1,0,3
12,0,5,15,Jerry,Re-introduction,Bare noun,2,0,-2,0
12,0,5,16,Jerry,Maintenance,Plain verb,3,1,0,4
12,0,6,1,Tom,Introduction,Bare noun,1,0,0,1
12,0,6,2,Sword,Introduction,Bare noun,0,0,-1,-1
12,0,6,3,Tom,Maintenance,Constructed action,2,1,0,3
12,0,6,4,Jerry,Introduction,Bare noun,1,0,-2,-1
12,0,6,5,Jerry,Maintenance,Plain verb,3,1,0,4
12,0,6,6,Tom,Re-introduction,Bare noun,2,1,-2,1
12,0,6,7,Jerry,Re-introduction,Constructed action,2,1,-2,1
12,0,6,8,Tom,Re-introduction,Constructed action,2,1,-2,1
12,0,6,9,Tom,Maintenance,Body part CL,3,1,0,4
12,0,6,10,Tom,Maintenance,Constructed action,3,2,0,5
12,0,6,11,Cabinet,Introduction,SASS - Tracing,0,0,-2,-2
12,0,6,12,Tom,Maintenance,Constructed action,2,2,0,4
12,0,6,13,Jerry,Re-introduction,Bare noun,2,0,-2,0
12,0,2,1,White cat,Introduction,Bare noun,0,0,0,0
12,0,2,2,Tom,Introduction,Bare noun,1,0,-1,0
12,0,2,3,White cat,Re-introduction,Bare noun,2,1,-1,2
12,0,2,4,Tom,Re-introduction,Bare noun,2,1,-1,2
12,0,2,5,Fish,Introduction,Bare noun,0,0,-2,-2
12,0,2,6,Tom,Maintenance,Constructed action,2,1,0,3
12,0,2,7,White cat,Re-introduction,Bare noun,2,1,-2,1
12,0,2,8,Tom,Re-introduction,Whole entity CL,2,1,-2,1
12,0,2,9,Bird,Introduction,Bare noun,0,0,-2,-2
12,0,2,10,Tom,Maintenance,Constructed action,2,1,0,3
